Crop,District,Area (Acres),Production (M.Ton),Year,Temperature at 2 Meters Range (C),Precipitation Corrected (mm),Root Zone Soil Wetness (surface to 100 cm below),Surface Soil Wetness (surface to 5 cm below),relative_humidity_2m(%),soil_temperature_0_to_7cm(C),soil_moiture_7_to_28cm(m³/m³),soil_moisture_0_to_7cm(m³/m³),total_rain_mm
Radish,Narsingdi,783.25,3232.98,2024,30.12,8.32,0.75,0.74,78.53903,26.15488,0.311921,0.311014,2075.4
Radish,Rajbari,934,2996,2014,36.1,3.67,0.64,0.6,75.65668,26.66591,0.274856,0.240525,1245.3
Radish,Rajbari,1047,3385,2015,33.08,4.53,0.66,0.63,78.55459,26.30315,0.298818,0.278839,2045.5
Radish,Rajbari,1044,3751,2016,34.12,5.53,0.69,0.67,78.65995,26.75868,0.307093,0.283987,1722.3
Radish,Rajbari,1091,4520,2017,33.22,8.41,0.78,0.76,79.81086,26.28078,0.328928,0.327148,2520.8
Radish,Rajbari,1100,4569,2018,30.83,5.45,0.75,0.73,77.8063,25.90182,0.316298,0.31016,1587.2
Radish,Rajbari,1108,4587,2019,36.67,6.75,0.74,0.7,78.7466,26.07521,0.31758,0.313397,1480.8
Radish,Rajbari,1131,4692,2020,31.29,6.91,0.81,0.79,79.58064,25.67559,0.31589,0.309426,2057.2
Radish,Rajbari,1132,4697,2021,34.54,5.75,0.75,0.72,77.63754,26.21762,0.309755,0.301834,2003.4
Radish,Rajbari,1114,5187,2022,34.51,4.68,0.71,0.7,79.05762,25.96313,0.325673,0.319315,1658.9
Radish,Rajbari,1079,4504,2023,34.21,5.61,0.7,0.69,77.285,26.37822,0.298922,0.290739,1872.7
Radish,Rajbari,1106.5,4553.57,2024,34.11,6.53,0.75,0.72,77.60561,26.32007,0.301897,0.291344,1710.9
Radish,Shariatpur,337,1610,2014,33.73,4.61,0.62,0.6,77.76589,27.17961,0.27045,0.259397,1255.6
Radish,Shariatpur,276,1391,2015,28.42,6.14,0.66,0.64,79.68115,26.74882,0.299586,0.292293,2068.7
Radish,Shariatpur,398,1956,2016,30.42,7.91,0.72,0.71,80.75237,27.13876,0.308513,0.29714,1862.7
Radish,Shariatpur,459,2524,2017,26.93,13.38,0.83,0.82,81.03662,26.46144,0.323743,0.319292,2643.6
Radish,Shariatpur,431,2337,2018,28.39,7.63,0.76,0.75,79.67245,26.0982,0.300272,0.300513,1862.5
Radish,Shariatpur,435,2379,2019,30.98,8.18,0.73,0.71,80.34644,26.22305,0.308128,0.304415,1485.5
Radish,Shariatpur,377,2122,2020,28.58,7.96,0.79,0.79,80.92068,25.97117,0.309539,0.307709,2175
Radish,Shariatpur,386,2987.4,2021,31.7,6.32,0.72,0.71,78.47323,26.56621,0.293677,0.289935,2007.6
Radish,Shariatpur,450,2888,2022,30.76,5.84,0.71,0.72,77.65021,26.76187,0.263712,0.271581,1597.1
Radish,Shariatpur,488,3247,2023,29.6,6.94,0.72,0.71,77.50428,26.9955,0.27797,0.282023,1720.2
Radish,Shariatpur,490,3356,2024,29.38,8.34,0.75,0.75,78.38595,26.66752,0.281935,0.288901,2124.7
Radish,Tangail,2637,11764,2014,35.21,4.15,0.63,0.6,76.18012,26.53864,0.26528,0.260307,1386.5
Radish,Tangail,2537,11768,2015,31.21,5.09,0.66,0.63,78.96102,26.20027,0.293851,0.293834,2080.1
Radish,Tangail,2716,12201,2016,32.68,6.19,0.71,0.69,78.82384,26.70295,0.295513,0.292903,1774.3
Radish,Tangail,2556,11512,2017,30.32,11.01,0.81,0.79,79.94451,26.2006,0.327843,0.326705,2997
Radish,Tangail,2574,11641,2018,29.65,6.66,0.77,0.75,77.50151,25.92254,0.297055,0.297662,1561.5
Radish,Tangail,2774,12558,2019,34.17,7.68,0.74,0.72,77.76759,26.23777,0.306182,0.302173,1528.2
Radish,Tangail,2727,11368,2020,30.26,7.63,0.81,0.79,79.56779,25.59135,0.314341,0.310604,2069.3
Radish,Tangail,2718,12663,2021,32.8,6.2,0.75,0.73,76.54216,26.20403,0.299121,0.294304,1742.3
Radish,Tangail,2778.84,11598.99,2022,33.28,5.6,0.73,0.72,78.56447,26.01246,0.31425,0.310884,1891.9
Radish,Tangail,2705.25,11451.86,2023,31.92,6.56,0.72,0.71,76.26765,26.4662,0.293047,0.289627,1561.5
Radish,Tangail,2744.65,11444.3,2024,31.76,7.49,0.76,0.74,77.18861,26.26032,0.305667,0.303428,1710.5
Radish,Bagerhat,764,4007,2014,35.17,4.42,0.71,0.64,76.15463,27.2592,0.27427,0.269631,1329.6
Radish,Bagerhat,758,4789,2015,30.86,7.06,0.72,0.67,78.84979,26.784,0.297325,0.301118,1948.2
Radish,Bagerhat,841,4187,2016,32.54,10.6,0.79,0.73,79.68418,27.33211,0.302908,0.299993,1900.5
Radish,Bagerhat,815,4060,2017,29.69,13.81,0.84,0.81,79.95852,26.88088,0.299085,0.301382,2624.3
Radish,Bagerhat,840,4129,2018,31.04,8.68,0.79,0.76,79.54861,26.24811,0.303181,0.299037,1971.5
Radish,Bagerhat,800,4065,2019,31.2,11.4,0.8,0.76,79.76657,26.53149,0.298487,0.291149,1535
Radish,Bagerhat,783,4063,2020,30.67,9.37,0.85,0.82,81.47284,25.93739,0.313883,0.310309,2132.8
Radish,Bagerhat,721,3706,2021,34.17,7.28,0.77,0.71,79.49843,26.58638,0.299687,0.294258,2180.7
Radish,Bagerhat,722,3528,2022,32.91,6.36,0.78,0.74,77.75212,26.71391,0.280651,0.282099,1988.1
Radish,Bagerhat,720,3363,2023,31.71,7.46,0.78,0.73,78.65915,26.89401,0.291344,0.290432,1904.1
Radish,Bagerhat,706.2,3299.26,2024,30.89,9.02,0.8,0.76,79.69357,26.63629,0.309266,0.305588,2427.7
Radish,Chuadanga,1027,4360,2014,38.95,3.22,0.64,0.59,75.56953,26.87014,0.266301,0.259788,1245.3
Radish,Chuadanga,1058,4530,2015,35.89,4.37,0.66,0.63,78.1702,26.5563,0.294078,0.292463,2045.5
Radish,Chuadanga,1018,4330,2016,37.2,5.06,0.68,0.64,78.45123,27.00669,0.299199,0.297702,1722.3
Radish,Chuadanga,1022,4342,2017,36.27,6.26,0.74,0.7,79.86498,26.33664,0.322471,0.320705,2532.5
Radish,Chuadanga,1096,4706,2018,34.03,4.14,0.69,0.68,78.09947,25.92747,0.310469,0.304507,1615.3
Radish,Chuadanga,1033,4256,2019,39.04,4.96,0.69,0.66,78.91994,26.13684,0.30996,0.305479,1539.9
Radish,Chuadanga,1045,4335,2020,34.36,5.5,0.77,0.75,79.56539,25.79497,0.309998,0.30418,2052.7
Radish,Chuadanga,1057,4390.88,2021,37.69,5.13,0.74,0.69,77.96224,26.19219,0.311538,0.304503,2120.4
Radish,Chuadanga,499.78,1884.58,2022,37.58,3.43,0.65,0.63,79.04752,25.9814,0.316658,0.31121,1663.1
Radish,Chuadanga,1037.5,4262.05,2023,37.19,4.03,0.63,0.61,77.71044,26.3942,0.306336,0.302135,1884.1
Radish,Chuadanga,1044.2,4278.29,2024,37.18,5.18,0.71,0.67,77.44656,26.50478,0.2986,0.295687,1731.8
Radish,Jashore,2281,8777,2014,37.09,3.52,0.67,0.61,74.88584,27.10549,0.261106,0.256554,1283.7
Radish,Jashore,2131,8653,2015,33.68,5.18,0.7,0.66,77.45488,26.853,0.280613,0.282798,1905.8
Radish,Jashore,2074,8426,2016,35.52,7.23,0.75,0.7,77.48231,27.42244,0.285122,0.286248,1620.1
Radish,Jashore,2100,8635,2017,34.27,9.45,0.8,0.77,79.17548,26.87053,0.312002,0.309992,2453.1
Radish,Jashore,2089,8622,2018,33.05,5.49,0.76,0.73,77.75681,26.26278,0.305583,0.300775,1692.7
Radish,Jashore,2095,8659,2019,36.49,7.2,0.76,0.72,79.34045,26.33454,0.31722,0.309255,1435.2
Radish,Jashore,2093,8619,2020,34.24,7.15,0.83,0.81,79.9809,26.00759,0.311872,0.305579,1833.6
Radish,Jashore,1998,8129,2021,37.48,6.11,0.76,0.7,78.77501,26.36347,0.307802,0.302275,2010.4
Radish,Jashore,1994,10357,2022,36.36,4.62,0.73,0.71,78.70904,26.33896,0.299983,0.298312,1746.6
Radish,Jashore,1976,10135,2023,34.47,5.47,0.73,0.7,77.32114,26.81819,0.290755,0.29025,2001.9
Radish,Jashore,1938.5,10015.4,2024,35.06,5.18,0.71,0.67,78.32639,26.50362,0.316909,0.311128,1862.7
Radish,Jhenaidah,1217,5429,2014,36.96,3.5,0.66,0.61,74.64485,26.8139,0.261736,0.248591,1346.7
Radish,Jhenaidah,1189,4816,2015,33.67,4.77,0.68,0.64,77.38578,26.55756,0.282389,0.278292,2129.3
Radish,Jhenaidah,1375,8081,2016,34.96,6.2,0.72,0.69,77.37631,27.08091,0.283611,0.279126,1588.5
Radish,Jhenaidah,1331,7255,2017,34.23,8.71,0.8,0.77,79.37373,26.49614,0.319127,0.313649,2399.6
Radish,Jhenaidah,1393,7271,2018,32.32,5.35,0.75,0.73,77.13663,26.08802,0.30136,0.292522,1577.1
Radish,Jhenaidah,1397,7278,2019,37.05,6.54,0.74,0.71,78.49701,26.29014,0.302574,0.298143,1631.2
Radish,Jhenaidah,1312,5952,2020,32.41,6.88,0.82,0.8,78.99698,25.96096,0.303409,0.296195,1933.9
Radish,Jhenaidah,1313,6630,2021,36.57,5.81,0.76,0.72,77.87002,26.28538,0.302887,0.294333,2062.4
Radish,Jhenaidah,1319,6234,2022,35.73,4.52,0.72,0.71,78.83479,26.09414,0.301148,0.298012,1657.6
Radish,Jhenaidah,1320,6232,2023,34.51,5.41,0.72,0.69,76.09152,26.74063,0.279115,0.274998,1819.6
Radish,Jhenaidah,1327.47,6297.24,2024,34.88,6.4,0.75,0.73,76.29785,26.73305,0.283852,0.279443,1840.3
Radish,Khulna,599,2050,2014,37.09,3.52,0.67,0.61,76.13168,27.28453,0.367878,0.353434,1282.6
Radish,Khulna,563,2170,2015,33.68,5.18,0.7,0.66,78.57775,26.87551,0.382364,0.377939,1775.6
Radish,Khulna,533,1946,2016,35.52,7.23,0.75,0.7,79.2998,27.41187,0.389412,0.380502,1829.4
Radish,Khulna,543,1995,2017,34.27,9.45,0.8,0.77,79.7281,27.08537,0.405649,0.40471,2427.9
Radish,Khulna,550,1996,2018,33.05,5.49,0.76,0.73,79.2647,26.47365,0.412641,0.4028,1724
Radish,Khulna,535,2006,2019,36.49,7.2,0.76,0.72,79.47092,26.76788,0.399847,0.392029,1557.7
Radish,Khulna,530,1908,2020,34.24,7.15,0.83,0.81,80.42269,26.33966,0.403798,0.401386,2000.9
Radish,Khulna,519,1951,2021,37.48,6.11,0.76,0.7,79.42782,26.73999,0.405285,0.395724,2193.2
Radish,Khulna,500,1885,2022,36.36,4.62,0.73,0.71,78.25637,26.77439,0.388302,0.389563,1686.2
Radish,Khulna,508,1891,2023,34.47,5.47,0.73,0.7,78.59065,27.02212,0.398362,0.391393,1788.6
Radish,Khulna,503.35,1891.31,2024,34.54,6.69,0.76,0.73,79.20265,26.85609,0.404957,0.395318,2121.3
Radish,Kushtia,956,6103,2014,36.1,3.67,0.64,0.6,74.83152,26.40358,0.268783,0.262933,1477.2
Radish,Kushtia,889,5526,2015,33.08,4.53,0.66,0.63,78.03124,26.22892,0.290785,0.290281,2126.4
Radish,Kushtia,865,5433,2016,34.12,5.53,0.69,0.67,77.31947,26.7832,0.291172,0.290532,1579.2
Radish,Kushtia,870,5443,2017,33.22,8.41,0.78,0.76,79.92413,26.29916,0.318426,0.315374,2399.9
Radish,Kushtia,883,5340,2018,30.83,5.45,0.75,0.73,77.45856,25.87191,0.303543,0.296479,1410.2
Radish,Kushtia,906,5526,2019,36.67,6.75,0.74,0.7,78.72038,26.02543,0.311632,0.306166,1440.7
Radish,Kushtia,908,5683,2020,31.29,6.91,0.81,0.79,79.52313,25.71158,0.305264,0.303389,1986.7
Radish,Kushtia,1002,6065,2021,34.54,5.75,0.75,0.72,77.81663,26.03133,0.300808,0.294106,1756.8
Radish,Kushtia,944,7775,2022,34.51,4.68,0.71,0.7,79.34634,25.85261,0.309876,0.308182,1573.5
Radish,Kushtia,964,7425,2023,34.21,5.61,0.7,0.69,76.52176,26.42041,0.287973,0.281631,1602.9
Radish,Kushtia,843,10723,2024,34.19,6.53,0.75,0.72,76.60694,26.42038,0.290888,0.289035,1596.3
Radish,Magura,380,1436,2014,37.09,3.52,0.67,0.61,74.45497,26.58359,0.264143,0.256432,1380.7
Radish,Magura,378,1612,2015,33.68,5.18,0.7,0.66,77.56233,26.42685,0.284672,0.28255,2182.8
Radish,Magura,361,1483,2016,35.52,7.23,0.75,0.7,76.76978,26.97775,0.285044,0.282869,1378.5
Radish,Magura,377,1563,2017,34.27,9.45,0.8,0.77,79.60012,26.31586,0.32175,0.317365,2321
Radish,Magura,391,1554,2018,33.05,5.49,0.76,0.73,77.14442,25.86148,0.30808,0.300801,1481.6
Radish,Magura,392,1556,2019,36.49,7.2,0.76,0.72,78.70653,25.99511,0.316806,0.31072,1486.4
Radish,Magura,400,1576,2020,34.24,7.15,0.83,0.81,79.5643,25.62217,0.312754,0.30679,2014.9
Radish,Magura,400,1586,2021,37.48,6.11,0.76,0.7,77.79168,25.96391,0.308667,0.302373,1841.7
Radish,Magura,394,1567,2022,36.36,4.62,0.73,0.71,79.18308,25.84031,0.321489,0.317476,1633.1
Radish,Magura,394,1573,2023,34.47,5.47,0.73,0.7,75.63762,26.58978,0.283465,0.27728,1542.5
Radish,Magura,462.65,2135.6,2024,34.24,6.69,0.76,0.73,75.90353,26.5927,0.287394,0.288794,1676.9
Radish,Meherpur,298,850,2014,38.48,3.19,0.6,0.57,73.49349,26.86533,0.260905,0.255827,1303.4
Radish,Meherpur,306,888,2015,35.6,4.04,0.63,0.6,76.4837,26.75663,0.28101,0.280639,2043.4
Radish,Meherpur,307,891,2016,36.72,4.63,0.65,0.63,75.50511,27.34672,0.276384,0.277595,1306.6
Radish,Meherpur,310,906,2017,36.09,5.86,0.72,0.7,78.6491,26.41421,0.315001,0.313334,2184.1
Radish,Meherpur,307,913,2018,33.7,4.12,0.66,0.66,76.43359,25.87127,0.307173,0.298239,1487.5
Radish,Meherpur,309,912,2019,38.86,5.04,0.67,0.65,77.70214,26.0961,0.305521,0.303817,1440.9
Radish,Meherpur,327,1081,2020,33.39,5.47,0.75,0.74,78.8665,25.60702,0.314126,0.309061,2038.8
Radish,Meherpur,367,1740,2021,36.8,4.77,0.71,0.68,76.22816,26.19716,0.297805,0.29332,1847.3
Radish,Meherpur,362,1909,2022,36.14,3.46,0.61,0.61,78.38218,25.93046,0.304927,0.305201,1647.3
Radish,Meherpur,337,2362,2023,36.93,4.2,0.61,0.6,74.24435,26.77364,0.280946,0.277846,1625.1
Radish,Meherpur,333,2340.06,2024,37,5.15,0.69,0.67,75.57272,26.50028,0.297907,0.29973,1845
Radish,Narail,436,1583,2014,37.09,3.52,0.67,0.61,75.56438,27.04392,0.262886,0.259194,1259.6
Radish,Narail,497,1635,2015,33.68,5.18,0.7,0.66,78.02974,26.73307,0.283135,0.28628,1927
Radish,Narail,437,1611,2016,35.52,7.23,0.75,0.7,78.21315,27.29842,0.289533,0.290497,1732.5
Radish,Narail,422,1570,2017,34.27,9.45,0.8,0.77,78.99069,26.70449,0.319244,0.315686,2519.7
Radish,Narail,403,1516,2018,33.05,5.49,0.76,0.73,77.33572,26.2714,0.306546,0.300258,1608.6
Radish,Narail,366,1402,2019,36.49,7.2,0.76,0.72,78.13615,26.48132,0.30252,0.297405,1415
Radish,Narail,346,1319,2020,34.24,7.15,0.83,0.81,79.00987,26.08507,0.305434,0.299262,2019.1
Radish,Narail,363,1396,2021,37.48,6.11,0.76,0.7,77.65624,26.49621,0.301858,0.295358,2057.4
Radish,Narail,363,1410,2022,36.36,4.62,0.73,0.71,77.48778,26.4799,0.292214,0.293084,1726.1
Radish,Narail,358,1447,2023,34.47,5.47,0.73,0.7,76.75444,26.86779,0.28627,0.288277,1837.5
Radish,Narail,359,1459.99,2024,33.6,6.69,0.76,0.73,78.32301,26.48626,0.320776,0.317424,1915.7
Radish,Satkhira,631,2553,2014,35.13,3.67,0.75,0.65,75.77601,27.39984,0.370267,0.356168,1297
Radish,Satkhira,614,2432,2015,32.06,5.67,0.76,0.7,78.60522,26.99007,0.386019,0.382087,1785.1
Radish,Satkhira,585,2268,2016,34.41,8.27,0.81,0.74,79.25554,27.47687,0.396262,0.387928,1751.6
Radish,Satkhira,569,2495,2017,32.49,10.45,0.83,0.79,78.78003,27.1863,0.406178,0.401342,2434.7
Radish,Satkhira,523,3132,2018,32.57,6.27,0.8,0.75,77.41933,26.68124,0.397674,0.390676,1825.6
Radish,Satkhira,616,2759,2019,33.63,8.67,0.81,0.76,78.67469,26.75406,0.402234,0.392213,1632.1
Radish,Satkhira,504,2081,2020,32.58,7.45,0.85,0.83,79.46527,26.2826,0.401754,0.401394,1723.7
Radish,Satkhira,500,2129,2021,35.15,6.7,0.81,0.72,78.31468,26.83549,0.399459,0.388721,2184.7
Radish,Satkhira,511,2182,2022,34.54,5.06,0.79,0.74,77.76783,26.69328,0.385627,0.385621,1654.5
Radish,Satkhira,525,2241,2023,32.72,5.94,0.79,0.73,77.70844,27.13001,0.39508,0.392133,2071.1
Radish,Satkhira,535.63,2327.63,2024,32.35,7.3,0.81,0.76,79.28565,26.65833,0.421448,0.416675,1915.3
Radish,Jamalpur,1411,5780,2014,34.46,4.91,0.63,0.62,77.3197,26.24885,0.279181,0.272304,1677
Radish,Jamalpur,1411,5780,2015,28.77,5.43,0.65,0.64,80.40263,25.88268,0.301882,0.298726,2489.8
Radish,Jamalpur,1349,5525,2016,32.31,6.82,0.69,0.68,80.18618,26.30817,0.306241,0.301515,2092.8
Radish,Jamalpur,1375,5709,2017,28.44,10.63,0.79,0.78,81.76113,25.77069,0.335783,0.330699,3117.7
Radish,Jamalpur,1907,7924,2018,27.98,7.05,0.74,0.73,79.55438,25.49427,0.319142,0.311044,1753.3
Radish,Jamalpur,2451,9282,2019,31.7,9,0.72,0.71,79.50301,25.79787,0.314745,0.31376,2140.4
Radish,Jamalpur,2447,10047,2020,29.83,9.37,0.79,0.78,81.25143,25.29056,0.31676,0.312973,2924.3
Radish,Jamalpur,2379,9726,2021,32.54,6.59,0.73,0.71,78.93183,25.6894,0.302586,0.292426,1782.6
Radish,Jamalpur,2328,10084,2022,30.63,6.71,0.72,0.72,79.96785,25.6545,0.306845,0.305074,2313.2
Radish,Jamalpur,2336,10175,2023,31.18,7,0.7,0.69,77.42583,26.20699,0.290719,0.283483,2008.8
Radish,Jamalpur,2344,10215,2024,30.92,7.3,0.81,0.76,78.63759,25.79924,0.318448,0.315725,1867.3
Radish,Mymensingh,2603,9099,2014,33.77,5.36,0.63,0.62,77.60319,26.22114,0.280619,0.277911,2040.7
Radish,Mymensingh,2416,10606,2015,28.4,6.36,0.68,0.67,80.0263,25.83621,0.302973,0.304038,2908.2
Radish,Mymensingh,2538,11672,2016,31.05,8.29,0.74,0.73,80.18898,26.26489,0.313737,0.31128,2803.1
Radish,Mymensingh,3166,12402,2017,27.92,14.35,0.83,0.81,81.45005,25.7502,0.344544,0.339403,3489.9
Radish,Mymensingh,2502,11589,2018,28.46,8.78,0.77,0.77,79.04659,25.55899,0.319762,0.314225,1844.8
Radish,Mymensingh,2718,13507,2019,31.24,10.15,0.75,0.74,79.078,25.84257,0.316015,0.313048,2226
Radish,Mymensingh,2652,13220,2020,30.08,9.86,0.79,0.78,80.48628,25.37439,0.316373,0.313202,2737.1
Radish,Mymensingh,2619,13028,2021,32.83,7.48,0.73,0.73,78.04121,25.92076,0.29856,0.292966,1870.8
Radish,Mymensingh,2631,13721,2022,31.33,7.95,0.74,0.73,79.88702,25.50158,0.325575,0.320343,2567.6
Radish,Mymensingh,2635,13354,2023,31.09,8.14,0.72,0.72,77.57565,26.0201,0.29638,0.291317,2336.1
Radish,Mymensingh,2625,13786,2024,31.14,9.95,0.76,0.75,77.82152,25.93823,0.313689,0.30941,2052.3
Radish,Netrakona,866,1979,2014,33.06,5.89,0.66,0.65,79.47147,25.8987,0.286304,0.282438,2223.2
Radish,Netrakona,840,1899,2015,28.33,6.91,0.7,0.69,81.26488,25.4942,0.308511,0.309748,3184.1
Radish,Netrakona,868,1948,2016,28.85,9.58,0.75,0.75,82.13154,25.79391,0.324445,0.322717,3198.6
Radish,Netrakona,870,1940,2017,25.86,14.84,0.83,0.82,82.8851,25.45205,0.350555,0.344425,4128
Radish,Netrakona,869,1940,2018,27.16,9.5,0.78,0.78,81.1969,25.22378,0.332644,0.327349,2285.3
Radish,Netrakona,887,1965,2019,29.17,11.46,0.76,0.75,81.05187,25.44804,0.328575,0.324855,2916.9
Radish,Netrakona,845,2050,2020,29.31,11.96,0.8,0.79,82.13308,25.06887,0.324557,0.322222,3182.8
Radish,Netrakona,875,2467,2021,31.47,8.26,0.74,0.74,80.61129,25.36125,0.315782,0.314286,2338.9
Radish,Netrakona,976,4204,2022,29.32,9.49,0.76,0.76,81.33725,25.09033,0.335107,0.331402,3424.1
Radish,Netrakona,1055,4314,2023,30.09,8.99,0.73,0.73,80.29511,25.45229,0.313522,0.310927,2817.2
Radish,Netrakona,1064,4501,2024,29.87,11.36,0.76,0.75,80.42831,25.39857,0.331242,0.32831,2500.4
Radish,Sherpur,1113,7959,2014,34.46,4.91,0.63,0.62,77.17251,25.87189,0.277561,0.270658,1677
Radish,Sherpur,1113,7959,2015,28.77,5.43,0.65,0.64,79.99093,25.55899,0.297932,0.294474,2489.8
Radish,Sherpur,1187,8415,2016,32.31,6.82,0.69,0.68,79.9723,25.96178,0.305877,0.300409,2092.8
Radish,Sherpur,1210,8722,2017,28.44,10.63,0.79,0.78,82.4092,25.46965,0.335514,0.328355,3140.2
Radish,Sherpur,1320,9612,2018,27.98,7.05,0.74,0.73,80.09678,25.24594,0.315085,0.307209,1827.5
Radish,Sherpur,1504,10053,2019,31.7,9,0.72,0.71,80.58435,25.37767,0.319405,0.314891,2257.9
Radish,Sherpur,1536,9914,2020,29.83,9.37,0.79,0.78,81.66772,25.05967,0.317021,0.310833,2855.3
Radish,Sherpur,1541,9908,2021,32.54,6.59,0.73,0.71,79.53136,25.44385,0.297323,0.28591,1809.2
Radish,Sherpur,1492,7181,2022,30.63,6.71,0.72,0.72,81.10571,25.20172,0.315326,0.311667,2482
Radish,Sherpur,1477,7441,2023,31.18,7,0.7,0.69,78.58635,25.81217,0.291917,0.2851,2082.7
Radish,Sherpur,1484,7695,2024,30.94,8.48,0.73,0.72,79.31045,25.4398,0.321171,0.315708,1874.6
Radish,Bogura,1221,4520,2014,36.38,4.13,0.65,0.62,74.85849,26.40851,0.273085,0.265033,1616.5
Radish,Bogura,1211,3820,2015,32.31,4.64,0.66,0.64,78.97896,25.96046,0.299895,0.297461,2150.2
Radish,Bogura,1518,5742,2016,35.46,5.3,0.68,0.66,78.2217,26.43024,0.297286,0.29236,1766.8
Radish,Bogura,1711,6759,2017,32.94,7.49,0.77,0.75,80.75115,25.75727,0.338192,0.330676,2612.4
Radish,Bogura,1723,6809,2018,29.77,5.26,0.73,0.72,78.3209,25.56048,0.311693,0.305772,1470.2
Radish,Bogura,2296,17848,2019,35.12,7.3,0.72,0.69,77.82407,25.98747,0.303118,0.305627,1690.5
Radish,Bogura,1765,7514,2020,30.55,7.88,0.8,0.79,80.59744,25.1949,0.321181,0.317006,2480.7
Radish,Bogura,2447,10205,2021,33.5,5.56,0.74,0.72,77.24179,25.89718,0.294719,0.288482,1650.6
Radish,Bogura,2285,15061,2022,32.43,5.18,0.72,0.72,78.76577,25.80579,0.299971,0.298525,1866.9
Radish,Bogura,2293.2,23104,2023,33.45,5.98,0.7,0.69,75.46844,26.41209,0.283333,0.27686,1817.1
Radish,Bogura,2280,19769,2024,33.17,6.54,0.74,0.72,76.93775,25.93311,0.303206,0.298987,1699
Radish,Joypurhat,496,1915,2014,36.38,4.13,0.65,0.62,73.71091,26.30589,0.270038,0.263611,1493.3
Radish,Joypurhat,482,2273,2015,32.31,4.64,0.66,0.64,78.80712,25.71612,0.2939,0.295552,1864
Radish,Joypurhat,488,2183,2016,35.46,5.3,0.68,0.66,77.285,26.28978,0.28994,0.284388,1677.1
Radish,Joypurhat,483,2151,2017,32.94,7.49,0.77,0.75,80.42957,25.67425,0.333054,0.326875,2330.2
Radish,Joypurhat,496,2202,2018,29.77,5.26,0.73,0.72,78.04634,25.44136,0.308578,0.30199,1494.5
Radish,Joypurhat,398,3198,2019,35.12,7.3,0.72,0.69,78.05744,25.74725,0.305071,0.306149,1702.1
Radish,Joypurhat,503,2191,2020,30.55,7.88,0.8,0.79,80.13668,25.14231,0.31758,0.31555,2395
Radish,Joypurhat,504,2322,2021,33.5,5.56,0.74,0.72,76.89864,25.80476,0.292703,0.285423,1617.8
Radish,Joypurhat,506,2405,2022,32.43,5.18,0.72,0.72,78.43261,25.70695,0.29604,0.299239,1742.3
Radish,Joypurhat,513,2475,2023,33.45,5.98,0.7,0.69,74.85607,26.33301,0.27617,0.270704,1738
Radish,Joypurhat,517,2514,2024,32.73,6.54,0.74,0.72,75.99107,25.97648,0.291742,0.288643,1680.8
Radish,Naogaon,910,4109,2014,39.21,3.31,0.61,0.59,72.68394,26.66205,0.268699,0.261349,1509.1
Radish,Naogaon,1087,4827,2015,35.51,3.97,0.63,0.61,77.62528,26.16512,0.287827,0.288783,1903.8
Radish,Naogaon,1286,8258,2016,38.46,4.36,0.65,0.63,76.02577,26.75527,0.285212,0.280485,1682.1
Radish,Naogaon,1214,8031,2017,36.56,5.44,0.72,0.7,79.40914,25.97051,0.328205,0.322345,2204.7
Radish,Naogaon,1189,8150,2018,33.32,4.02,0.66,0.67,76.95155,25.70113,0.308989,0.299167,1377.8
Radish,Naogaon,1568,12980,2019,38.83,5.49,0.68,0.65,76.00237,26.32565,0.281008,0.285879,1772.9
Radish,Naogaon,1113,8089,2020,32.51,6.26,0.77,0.76,79.29524,25.35728,0.310784,0.309573,2297.8
Radish,Naogaon,1180,8389,2021,36.91,4.48,0.71,0.69,76.29869,25.90466,0.298772,0.289745,1561.8
Radish,Naogaon,1190,8688,2022,35.06,3.98,0.65,0.66,77.18509,26.04386,0.287842,0.291496,1632.5
Radish,Naogaon,1129,8714,2023,36.69,4.82,0.65,0.64,74.79875,26.29769,0.294725,0.286516,1590.1
Radish,Naogaon,1101,8827,2024,36.44,5.07,0.71,0.69,75.64726,26.05756,0.298723,0.295763,1426.3
Radish,Natore,970,2601,2014,38.85,3.23,0.59,0.57,73.87577,26.79008,0.269036,0.260044,1521.1
Radish,Natore,971,2612,2015,35.61,3.88,0.62,0.6,77.68857,26.42866,0.285299,0.286158,2002.8
Radish,Natore,982,2674,2016,37.47,4.27,0.64,0.62,76.61436,26.99248,0.289025,0.28415,1705.7
Radish,Natore,920,2491,2017,35.88,5.47,0.71,0.7,79.02624,26.27657,0.311019,0.308673,2116.6
Radish,Natore,943,2591,2018,33.48,4.01,0.65,0.66,76.48552,25.92481,0.301647,0.291948,1480.5
Radish,Natore,929,2594,2019,38.99,5.14,0.67,0.65,76.03639,26.46561,0.285167,0.287789,1597.3
Radish,Natore,914,2495,2020,33.05,5.66,0.76,0.75,79.47498,25.45903,0.315667,0.310453,2270.4
Radish,Natore,804,3090,2021,36.97,4.53,0.7,0.68,76.15157,26.15985,0.294187,0.283132,1588.4
Radish,Natore,797,4043,2022,35.32,3.61,0.61,0.62,77.39512,26.18536,0.287015,0.292162,1564.6
Radish,Natore,811,4247,2023,37,4.47,0.63,0.62,74.36757,26.67461,0.278312,0.273517,1578.8
Radish,Natore,816,4292,2024,35.43,5.09,0.69,0.68,75.17101,26.49983,0.290396,0.289706,1592.8
